04-21-2025 12:26:17 RAM 3944/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [50%@1651,42%@1651,38%@1651,30%@1651,41%@2201,53%@2201,100%@2201,66%@2201,46%@1355,30%@1190,35%@1190,30%@1190] EMC_FREQ 5%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.593C tj@51.031C SOC1@47.625C CV2@-256C VDD_GPU_SOC 3178mW/3178mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4939mW/4939mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1209mW/1209mW NC 0mW/0mW
04-21-2025 12:26:45 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,7%@729,6%@729,7%@2201,0%@2201,60%@2038,6%@2201,14%@729,7%@729,0%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 57%@305 GR3D2_FREQ 57%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.406C tj@51.031C SOC1@47.531C CV2@-256C VDD_GPU_SOC 4370mW/4158mW VDD_CPU_CV 1986mW/2018mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1286mW NC 0mW/0mW
04-21-2025 12:26:45 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,13%@729,0%@729,0%@729,20%@2201,0%@2201,53%@2201,0%@2201,7%@729,7%@729,6%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 31%@305 GR3D2_FREQ 31%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.75C tj@50.562C SOC1@47.937C CV2@-256C VDD_GPU_SOC 4370mW/4159mW VDD_CPU_CV 1986mW/2018mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1286mW NC 0mW/0mW
04-21-2025 12:26:45 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,7%@729,14%@729,0%@729,7%@2201,0%@2201,57%@2201,0%@2201,7%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 9%@305 GR3D2_FREQ 9%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.312C tj@50.906C SOC1@47.531C CV2@-256C VDD_GPU_SOC 4370mW/4160mW VDD_CPU_CV 1986mW/2018mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1286mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,0%@729,13%@2201,0%@2201,57%@2201,0%@2201,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 89%@305 GR3D2_FREQ 16%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.406C tj@50.968C SOC1@47.812C CV2@-256C VDD_GPU_SOC 4370mW/4161mW VDD_CPU_CV 1986mW/2018mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,6%@943,12%@729,0%@729,7%@2201,0%@2201,50%@2201,0%@2201,6%@729,6%@729,6%@729,11%@729] EMC_FREQ 6%@2133 GR3D_FREQ 38%@305 GR3D2_FREQ 38%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.5C CV1@-256C GPU@46.562C tj@50.843C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4162mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@1590,0%@729,6%@729,6%@729,13%@2201,0%@2201,60%@2201,0%@2201,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 59%@305 GR3D2_FREQ 38%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.25C tj@50.812C SOC1@47.625C CV2@-256C VDD_GPU_SOC 4370mW/4163mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,14%@729,7%@1017,8%@2201,0%@2201,50%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 83%@305 GR3D2_FREQ 83%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.5C tj@50.812C SOC1@47.5C CV2@-256C VDD_GPU_SOC 3972mW/4162mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5014mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,0%@729,15%@2201,0%@2201,61%@2201,0%@2201,7%@729,14%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 80%@305 GR3D2_FREQ 80%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.718C CV1@-256C GPU@46.687C tj@50.718C SOC1@47.843C CV2@-256C VDD_GPU_SOC 3972mW/4161mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@729,7%@729,0%@729,0%@2201,0%@2201,58%@2201,0%@2201,15%@729,0%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 47%@305 GR3D2_FREQ 47%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.25C tj@50.593C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4162mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:46 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,0%@729,8%@2201,0%@2201,53%@2201,0%@2201,16%@729,7%@729,7%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 34%@305 GR3D2_FREQ 34%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.343C tj@51C SOC1@47.562C CV2@-256C VDD_GPU_SOC 4370mW/4163mW VDD_CPU_CV 1986mW/2017mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,13%@729,8%@729,0%@729,15%@2201,0%@2201,53%@2201,0%@2201,15%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 87%@305 GR3D2_FREQ 87%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.593C tj@51.031C SOC1@47.968C CV2@-256C VDD_GPU_SOC 4370mW/4164mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,0%@729,0%@2201,6%@2201,0%@2201,60%@2201,0%@2201,6%@729,0%@729,6%@729,11%@729] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 85%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.75C CV1@-256C GPU@46.437C tj@50.593C SOC1@47.718C CV2@-256C VDD_GPU_SOC 4370mW/4165mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [12%@729,11%@729,6%@729,0%@729,12%@2201,0%@2201,52%@2201,0%@2333,6%@729,11%@729,6%@729,11%@729] EMC_FREQ 6%@2133 GR3D_FREQ 39%@305 GR3D2_FREQ 39%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.656C CV1@-256C GPU@46.781C tj@50.593C SOC1@47.812C CV2@-256C VDD_GPU_SOC 3972mW/4164mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1287mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,13%@729,14%@2201,0%@2201,53%@2201,0%@2201,14%@729,0%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 68%@305 GR3D2_FREQ 32%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.343C tj@50.812C SOC1@47.625C CV2@-256C VDD_GPU_SOC 4370mW/4165mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@1392,0%@729,0%@729,13%@729,7%@2201,0%@2353,60%@2201,0%@2201,7%@729,0%@729,7%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 91%@305 GR3D2_FREQ 9%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.281C tj@50.75C SOC1@47.906C CV2@-256C VDD_GPU_SOC 4370mW/4166mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,57%@2188,0%@2201,7%@729,12%@729,6%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 20%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.468C tj@50.875C SOC1@47.781C CV2@-256C VDD_GPU_SOC 4370mW/4166mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5015mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:47 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,6%@729,0%@729,18%@2201,0%@2201,53%@2201,0%@2201,13%@729,6%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 58%@305 GR3D2_FREQ 47%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.75C CV1@-256C GPU@46.75C tj@50.781C SOC1@47.906C CV2@-256C VDD_GPU_SOC 4370mW/4167mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,7%@729,20%@2201,0%@2201,58%@2201,0%@2201,0%@729,0%@729,7%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 71%@305 GR3D2_FREQ 71%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.406C tj@50.562C SOC1@47.5C CV2@-256C VDD_GPU_SOC 3972mW/4167mW VDD_CPU_CV 1986mW/2016mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,7%@729,7%@2201,0%@2201,53%@2201,0%@2201,15%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 8%@305 GR3D2_FREQ 8%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.5C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.593C tj@50.562C SOC1@47.656C CV2@-256C VDD_GPU_SOC 3972mW/4166mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,7%@2201,7%@2201,7%@2201,15%@2201,0%@2201,61%@2201,0%@2201,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 25%@305 GR3D2_FREQ 25%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.625C tj@50.812C SOC1@47.562C CV2@-256C VDD_GPU_SOC 4370mW/4167mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,7%@729,7%@729,7%@729,7%@2201,0%@2201,53%@2201,0%@2201,14%@729,0%@729,14%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 50%@305 GR3D2_FREQ 50%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.625C tj@50.75C SOC1@47.562C CV2@-256C VDD_GPU_SOC 4370mW/4167mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,14%@729,14%@729,15%@729,15%@2201,0%@2201,53%@2201,0%@2201,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 22%@305 GR3D2_FREQ 22%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.375C tj@50.812C SOC1@47.531C CV2@-256C VDD_GPU_SOC 4370mW/4168mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,0%@729,7%@729,15%@2201,0%@2201,53%@2201,0%@2201,8%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 91%@305 GR3D2_FREQ 91%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.718C CV1@-256C GPU@46.437C tj@50.593C SOC1@47.656C CV2@-256C VDD_GPU_SOC 3972mW/4167mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1288mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,7%@729,7%@729,0%@729,0%@2381,0%@2201,58%@2201,0%@2201,15%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 29%@305 GR3D2_FREQ 29%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.687C tj@50.593C SOC1@47.625C CV2@-256C VDD_GPU_SOC 4370mW/4168mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:48 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,7%@729,7%@729,7%@729,15%@2201,7%@2201,57%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 45%@305 GR3D2_FREQ 59%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.937C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.281C tj@50.937C SOC1@47.562C CV2@-256C VDD_GPU_SOC 4370mW/4169mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5016mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,0%@729,13%@2201,0%@2445,57%@2201,0%@2201,13%@729,0%@729,6%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 19%@305 GR3D2_FREQ 19%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.468C CV1@-256C GPU@46.218C tj@50.906C SOC1@47.625C CV2@-256C VDD_GPU_SOC 4370mW/4170mW VDD_CPU_CV 1986mW/2015mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,7%@729,0%@729,14%@2201,0%@2030,53%@2201,0%@2201,14%@729,6%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 11%@305 GR3D2_FREQ 11%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.531C tj@50.937C SOC1@47.781C CV2@-256C VDD_GPU_SOC 4370mW/4171mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,6%@729,6%@729,6%@729,6%@2201,0%@2201,50%@2201,0%@2201,7%@729,0%@729,6%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 36%@305 GR3D2_FREQ 58%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.531C tj@50.781C SOC1@47.531C CV2@-256C VDD_GPU_SOC 4370mW/4172mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,6%@2201,0%@2201,6%@2201,7%@2201,0%@2201,60%@2201,0%@2201,13%@729,6%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 40%@305 GR3D2_FREQ 40%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.281C tj@50.593C SOC1@47.687C CV2@-256C VDD_GPU_SOC 4370mW/4173mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@768,0%@2201,0%@729,7%@729,7%@2201,0%@2201,57%@2201,0%@2201,13%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 13%@305 GR3D2_FREQ 13%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.312C tj@50.781C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4173mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@729,13%@729,7%@729,14%@2201,0%@2201,57%@2201,0%@2201,7%@729,7%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 18%@305 GR3D2_FREQ 18%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.812C tj@50.593C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4174mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:49 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,7%@729,7%@729,0%@729,14%@2201,0%@2201,53%@2201,0%@2201,7%@729,14%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 60%@305 GR3D2_FREQ 43%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.875C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.25C tj@50.593C SOC1@47.718C CV2@-256C VDD_GPU_SOC 4370mW/4175mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:50 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,0%@729,7%@729,8%@729,15%@2201,0%@2201,53%@2201,0%@2201,9%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 32%@305 GR3D2_FREQ 32%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.625C tj@50.75C SOC1@47.531C CV2@-256C VDD_GPU_SOC 4370mW/4176mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:50 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,7%@729,7%@729,8%@2201,0%@2201,53%@2201,0%@2201,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 85%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.406C tj@50.843C SOC1@48C CV2@-256C VDD_GPU_SOC 3972mW/4175mW VDD_CPU_CV 1986mW/2014mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
04-21-2025 12:26:50 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,7%@729,8%@729,7%@729,15%@2201,0%@2201,58%@2201,0%@2201,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 8%@306 GR3D2_FREQ 8%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.281C tj@50.593C SOC1@47.75C CV2@-256C VDD_GPU_SOC 4370mW/4176mW VDD_CPU_CV 1986mW/2013mW VIN_SYS_5V0 5040mW/5017mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1289mW NC 0mW/0mW
