04-21-2025 12:28:57 RAM 3960/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [35%@1113,21%@1113,23%@1113,23%@1190,35%@2201,100%@2201,28%@2201,31%@2201,30%@883,23%@883,28%@883,26%@883] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.562C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.343C tj@51.562C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:29:01 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@729,0%@729,14%@729,7%@729,14%@729,7%@729,14%@729,7%@729,7%@2201,0%@2201,7%@2201,100%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.281C tj@50.656C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2471mW VIN_SYS_5V0 4737mW/4703mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1046mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,7%@729,15%@729,0%@729,0%@729,0%@729,8%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.281C CV1@-256C GPU@45.875C tj@50.625C SOC1@47.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2468mW VIN_SYS_5V0 4636mW/4701mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1045mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,21%@729,0%@729,0%@729,0%@729,7%@2320,0%@2201,0%@2201,100%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.25C CV1@-256C GPU@45.937C tj@50.437C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2466mW VIN_SYS_5V0 4636mW/4699mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1042mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,7%@729,13%@729,13%@729,7%@729,0%@729,14%@2201,0%@2033,0%@2201,71%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.281C CV1@-256C GPU@45.906C tj@50.625C SOC1@47.75C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2464mW VIN_SYS_5V0 4536mW/4695mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1038mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@1036,0%@729,6%@729,6%@729,14%@729,0%@729,7%@729,0%@729,14%@2376,0%@2201,6%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.25C tj@50.656C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2462mW VIN_SYS_5V0 4536mW/4691mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1035mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,6%@729,0%@729,0%@729,14%@729,7%@729,0%@729,6%@729,13%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.125C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46C tj@50.531C SOC1@47.812C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2460mW VIN_SYS_5V0 4536mW/4687mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1032mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [17%@2201,0%@729,11%@729,11%@729,6%@729,6%@729,0%@729,0%@729,12%@2201,5%@2201,5%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.218C CV1@-256C GPU@46.312C tj@50.312C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2458mW VIN_SYS_5V0 4536mW/4684mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1029mW NC 0mW/0mW
04-21-2025 12:29:02 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@963,13%@729,0%@729,0%@729,7%@729,0%@729,7%@729,7%@729,14%@2201,6%@2201,0%@2201,100%@2398] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.093C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.468C tj@50.406C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2465mW VIN_SYS_5V0 4435mW/4678mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1024mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,7%@729,7%@729,13%@729,15%@729,0%@729,0%@729,0%@729,7%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.062C tj@50.5C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2473mW VIN_SYS_5V0 4435mW/4672mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1019mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,13%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.093C tj@50.343C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2471mW VIN_SYS_5V0 4435mW/4667mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1014mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,0%@2201,0%@997,0%@729,7%@729,0%@729,6%@729,12%@729,12%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.031C tj@50.531C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2469mW VIN_SYS_5V0 4435mW/4662mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1009mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4260/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,7%@729,7%@729,0%@729,15%@729,0%@729,0%@729,7%@729,21%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.406C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2475mW VIN_SYS_5V0 4435mW/4657mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1005mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,14%@729,0%@729,16%@729,7%@729,0%@729,0%@729,16%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.218C Tdiode@39.75C SOC0@47.312C CV1@-256C GPU@46.312C tj@50.375C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2482mW VIN_SYS_5V0 4435mW/4653mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/1001mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,0%@729,0%@729,0%@729,15%@729,0%@729,7%@729,0%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.25C Tdiode@39.75C SOC0@47.468C CV1@-256C GPU@46.25C tj@50.531C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2488mW VIN_SYS_5V0 4435mW/4648mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/997mW NC 0mW/0mW
04-21-2025 12:29:03 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,6%@729,7%@729,0%@729,14%@729,7%@729,0%@729,13%@729,14%@2201,0%@2201,0%@2201,100%@2009] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.343C tj@50.437C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2493mW VIN_SYS_5V0 4435mW/4644mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/993mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,0%@729,12%@729,0%@729,7%@729,6%@729,6%@729,0%@729,12%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.562C CV1@-256C GPU@46.375C tj@50.562C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2499mW VIN_SYS_5V0 4435mW/4640mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/989mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,6%@729,6%@729,0%@729,20%@729,13%@729,13%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.312C tj@50.343C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2504mW VIN_SYS_5V0 4435mW/4636mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/986mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.406C tj@50.437C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2510mW VIN_SYS_5V0 4435mW/4632mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/982mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4260/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,0%@729,14%@729,7%@729,0%@729,7%@729,14%@2201,0%@2201,6%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.218C CV1@-256C GPU@46.25C tj@51.062C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2515mW VIN_SYS_5V0 4435mW/4628mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/979mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@729,7%@729,7%@729,0%@729,21%@729,0%@729,0%@729,13%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.156C tj@50.375C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2519mW VIN_SYS_5V0 4435mW/4625mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/976mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,6%@729,12%@729,13%@729,11%@729,6%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.187C tj@50.531C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2524mW VIN_SYS_5V0 4435mW/4621mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/973mW NC 0mW/0mW
04-21-2025 12:29:04 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,0%@729,0%@729,6%@729,7%@729,7%@729,0%@729,0%@729,18%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.156C CV1@-256C GPU@46.25C tj@50.562C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2529mW VIN_SYS_5V0 4435mW/4618mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/970mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,6%@729,7%@729,6%@729,0%@729,11%@729,13%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.531C tj@50.781C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2533mW VIN_SYS_5V0 4435mW/4615mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/967mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,20%@729,0%@729,15%@729,0%@729,0%@729,7%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.312C tj@50.437C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2537mW VIN_SYS_5V0 4435mW/4612mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/964mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,8%@729,0%@729,14%@729,0%@729,7%@729,0%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.031C tj@50.718C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2541mW VIN_SYS_5V0 4435mW/4609mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/962mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@729,0%@729,7%@729,8%@729,7%@729,7%@729,7%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.468C tj@50.937C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2545mW VIN_SYS_5V0 4435mW/4606mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/959mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,6%@729,7%@729,7%@729,21%@729,13%@729,0%@729,0%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.875C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.093C tj@50.437C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2549mW VIN_SYS_5V0 4435mW/4603mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/957mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@729,0%@729,0%@729,0%@729,15%@729,0%@729,7%@729,0%@729,8%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.281C tj@51C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2552mW VIN_SYS_5V0 4435mW/4601mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/954mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,7%@729,20%@729,0%@729,15%@729,0%@729,8%@729,7%@729,0%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.406C tj@50.468C SOC1@47.406C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2556mW VIN_SYS_5V0 4435mW/4598mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/952mW NC 0mW/0mW
04-21-2025 12:29:05 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@729,0%@729,7%@729,15%@729,0%@729,7%@729,0%@729,15%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.062C Tboard@38C SOC2@46.281C Tdiode@39.75C SOC0@47.218C CV1@-256C GPU@46.343C tj@51.062C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2559mW VIN_SYS_5V0 4435mW/4596mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/950mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,14%@729,7%@729,0%@729,8%@729,0%@729,0%@729,7%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.187C Tdiode@39.75C SOC0@47.593C CV1@-256C GPU@45.937C tj@50.593C SOC1@47.75C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2563mW VIN_SYS_5V0 4435mW/4593mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/947mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4257/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,13%@729,7%@729,14%@729,0%@729,7%@729,0%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.156C tj@50.468C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2566mW VIN_SYS_5V0 4435mW/4591mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/945mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,6%@729,0%@729,13%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.031C tj@51.031C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2569mW VIN_SYS_5V0 4435mW/4588mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/943mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4258/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,0%@729,7%@729,13%@729,7%@729,13%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.468C CV1@-256C GPU@46.343C tj@50.531C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2572mW VIN_SYS_5V0 4435mW/4586mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/941mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,6%@729,0%@729,6%@729,18%@729,6%@729,0%@729,12%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.281C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.375C tj@50.968C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2575mW VIN_SYS_5V0 4435mW/4584mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/939mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@729,7%@729,0%@729,7%@729,0%@729,0%@729,0%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.937C Tboard@38C SOC2@46.187C Tdiode@39.75C SOC0@47.406C CV1@-256C GPU@46.062C tj@50.468C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2578mW VIN_SYS_5V0 4435mW/4582mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/937mW NC 0mW/0mW
