04-21-2025 12:21:04 RAM 4295/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,13%@2201,14%@2201,100%@2201,31%@729,20%@729,25%@729,14%@729,21%@729,20%@729,20%@729,25%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@37C SOC2@45.656C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.593C tj@49.937C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:21:08 RAM 4591/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,100%@2201,7%@729,12%@729,0%@729,6%@729,13%@729,0%@729,6%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@37C SOC2@45.625C Tdiode@39.25C SOC0@46.781C CV1@-256C GPU@45.75C tj@50.031C SOC1@47C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2471mW VIN_SYS_5V0 4737mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1044mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,100%@2201,7%@729,0%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@37C SOC2@45.625C Tdiode@39.25C SOC0@46.593C CV1@-256C GPU@45.468C tj@50.5C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2468mW VIN_SYS_5V0 4636mW/4693mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1043mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4595/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,0%@2201,0%@2201,100%@2201,7%@729,12%@729,12%@729,6%@729,7%@729,0%@729,0%@729,6%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.937C Tboard@37C SOC2@45.656C Tdiode@39.5C SOC0@46.656C CV1@-256C GPU@45.562C tj@49.937C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2466mW VIN_SYS_5V0 4636mW/4691mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1039mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4593/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,100%@2201,8%@729,7%@729,0%@729,7%@729,15%@729,7%@729,0%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@37C SOC2@45.593C Tdiode@39.5C SOC0@46.937C CV1@-256C GPU@46C tj@50.062C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2464mW VIN_SYS_5V0 4536mW/4687mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1036mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4594/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,0%@729,0%@729,7%@729,0%@729,7%@729,7%@729,12%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.437C tj@50.437C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2462mW VIN_SYS_5V0 4536mW/4684mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1032mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,100%@2201,14%@729,7%@729,7%@729,0%@729,7%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@37C SOC2@45.781C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.437C tj@50.531C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2460mW VIN_SYS_5V0 4536mW/4680mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1029mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4591/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2329,0%@2201,0%@2201,100%@2201,18%@729,0%@729,0%@729,0%@729,20%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@37C SOC2@45.687C Tdiode@39.5C SOC0@46.625C CV1@-256C GPU@45.593C tj@50.468C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2458mW VIN_SYS_5V0 4435mW/4674mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1026mW NC 0mW/0mW
04-21-2025 12:21:09 RAM 4591/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,100%@2201,8%@729,0%@729,7%@729,7%@729,15%@729,0%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@37C SOC2@45.812C Tdiode@39.5C SOC0@46.718C CV1@-256C GPU@45.562C tj@50.468C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2456mW VIN_SYS_5V0 4435mW/4669mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1021mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,100%@2201,7%@729,0%@729,0%@729,16%@729,14%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@37C SOC2@45.687C Tdiode@39.5C SOC0@46.656C CV1@-256C GPU@45.781C tj@50.593C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2455mW VIN_SYS_5V0 4435mW/4663mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1019mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2044,0%@2201,0%@2201,100%@2201,7%@729,0%@729,0%@729,7%@729,14%@729,0%@729,0%@729,20%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.906C Tboard@37C SOC2@45.781C Tdiode@39.5C SOC0@46.718C CV1@-256C GPU@45.468C tj@49.906C SOC1@47C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2453mW VIN_SYS_5V0 4435mW/4658mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1014mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4591/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,100%@2201,7%@729,6%@729,0%@729,7%@729,15%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@47C CV1@-256C GPU@45.781C tj@50C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2452mW VIN_SYS_5V0 4435mW/4653mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/1009mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2397,100%@2201,7%@729,0%@729,0%@729,7%@729,15%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.812C Tboard@37C SOC2@45.687C Tdiode@39.5C SOC0@46.781C CV1@-256C GPU@45.375C tj@50.093C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2450mW VIN_SYS_5V0 4435mW/4649mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1005mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4594/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2067,0%@2201,100%@2201,8%@729,0%@729,0%@729,14%@729,8%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.875C Tboard@37C SOC2@45.75C Tdiode@39.5C SOC0@46.812C CV1@-256C GPU@45.625C tj@49.875C SOC1@47.031C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2449mW VIN_SYS_5V0 4435mW/4644mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1001mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,0%@2201,100%@2201,7%@729,14%@729,0%@729,0%@729,15%@729,7%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@37C SOC2@45.687C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.937C tj@50.093C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2447mW VIN_SYS_5V0 4435mW/4640mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/999mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,100%@2201,7%@729,7%@729,0%@729,6%@729,7%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.843C Tboard@37C SOC2@45.75C Tdiode@39.25C SOC0@46.75C CV1@-256C GPU@45.375C tj@49.843C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2446mW VIN_SYS_5V0 4636mW/4640mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/999mW NC 0mW/0mW
04-21-2025 12:21:10 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,7%@2201,0%@2201,100%@2201,16%@729,0%@729,0%@729,7%@729,15%@729,0%@729,8%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@37C SOC2@45.656C Tdiode@39.5C SOC0@46.625C CV1@-256C GPU@45.406C tj@50.031C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2383mW/2445mW VIN_SYS_5V0 4636mW/4640mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/999mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,14%@729,0%@729,0%@729,0%@729,8%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.75C Tboard@37C SOC2@45.531C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@45.906C tj@49.75C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2436mW VIN_SYS_5V0 4737mW/4642mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1001mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4592/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,100%@2201,8%@729,7%@729,7%@729,0%@729,8%@729,0%@729,7%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@37C SOC2@45.718C Tdiode@39.5C SOC0@46.75C CV1@-256C GPU@45.437C tj@50.062C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2427mW VIN_SYS_5V0 4737mW/4643mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1003mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4557/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,100%@2201,14%@729,7%@729,0%@729,0%@729,7%@729,13%@729,7%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@37C SOC2@45.656C Tdiode@39.5C SOC0@46.781C CV1@-256C GPU@45.5C tj@49.75C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2419mW VIN_SYS_5V0 4838mW/4647mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1005mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4557/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,100%@2201,7%@729,0%@729,0%@729,7%@729,7%@729,7%@729,18%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.812C Tboard@37C SOC2@45.593C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.562C tj@49.812C SOC1@47.062C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2411mW VIN_SYS_5V0 4838mW/4650mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1007mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4556/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,100%@2201,14%@729,0%@729,0%@729,7%@729,0%@729,0%@729,7%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@37C SOC2@45.562C Tdiode@39.5C SOC0@46.656C CV1@-256C GPU@45.781C tj@50.031C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2404mW VIN_SYS_5V0 4838mW/4654mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1009mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4555/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,100%@2201,7%@729,7%@729,0%@729,7%@729,14%@729,13%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.843C Tboard@37C SOC2@45.781C Tdiode@39.25C SOC0@46.781C CV1@-256C GPU@45.468C tj@49.843C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2396mW VIN_SYS_5V0 4838mW/4657mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1011mW NC 0mW/0mW
04-21-2025 12:21:11 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [11%@2201,0%@2201,0%@2201,100%@2201,6%@806,10%@806,5%@729,0%@729,11%@729,5%@729,5%@729,11%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.843C Tboard@37C SOC2@45.843C Tdiode@39.25C SOC0@46.781C CV1@-256C GPU@45.375C tj@49.843C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1986mW/2389mW VIN_SYS_5V0 4838mW/4660mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1012mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4265/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@1958,0%@1958,0%@1728,0%@1728,7%@806,0%@806,7%@729,6%@729,20%@729,0%@729,13%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.687C Tboard@37C SOC2@45.656C Tdiode@39.5C SOC0@46.656C CV1@-256C GPU@45.562C tj@49.562C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1589mW/2376mW VIN_SYS_5V0 4636mW/4660mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1012mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4260/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,7%@729,7%@729,0%@729,6%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.437C Tboard@37C SOC2@45.531C Tdiode@39.25C SOC0@46.875C CV1@-256C GPU@45.875C tj@49.437C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1589mW/2363mW VIN_SYS_5V0 4435mW/4656mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1009mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4260/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,0%@729,14%@729,7%@729,0%@729,14%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.406C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.718C CV1@-256C GPU@45.781C tj@49.156C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/2343mW VIN_SYS_5V0 4334mW/4651mW NC 0mW/0mW VDDQ_VDD2_1V8AO 705mW/1004mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4260/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,7%@729,0%@729,0%@729,13%@729,0%@729,0%@729,0%@729,7%@729,0%@729,13%@729,13%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.406C Tboard@37C SOC2@45.5C Tdiode@39.5C SOC0@46.968C CV1@-256C GPU@45.375C tj@49.406C SOC1@47.062C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/2325mW VIN_SYS_5V0 4334mW/4646mW NC 0mW/0mW VDDQ_VDD2_1V8AO 704mW/999mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4260/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,0%@729,12%@729,0%@729,7%@729,6%@729,0%@729,0%@729,0%@729,6%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.156C Tboard@37C SOC2@45.531C Tdiode@39.5C SOC0@46.812C CV1@-256C GPU@45.687C tj@49.343C SOC1@47C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2301mW VIN_SYS_5V0 4233mW/4639mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/993mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,6%@729,7%@729,0%@729,0%@729,0%@729,13%@729,0%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.437C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.625C tj@49.906C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2277mW VIN_SYS_5V0 4126mW/4631mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/987mW NC 0mW/0mW
04-21-2025 12:21:12 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,0%@729,0%@729,6%@729,0%@729,0%@729,0%@729,6%@729,0%@729,12%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.312C Tboard@37C SOC2@45.531C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.843C tj@49.718C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2254mW VIN_SYS_5V0 4126mW/4623mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/979mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@799,7%@729,7%@729,13%@729,7%@729,0%@729,0%@729,0%@729,15%@729,6%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.312C Tboard@37C SOC2@45.468C Tdiode@39.5C SOC0@46.562C CV1@-256C GPU@45.468C tj@49.312C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2232mW VIN_SYS_5V0 4126mW/4616mW NC 0mW/0mW VDDQ_VDD2_1V8AO 504mW/972mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,13%@729,7%@729,0%@729,14%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.718C Tboard@37C SOC2@45.625C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.812C tj@49.718C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2211mW VIN_SYS_5V0 4126mW/4608mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/965mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.312C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.656C tj@49.75C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2184mW VIN_SYS_5V0 4025mW/4600mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/958mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4260/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,14%@729,15%@729,0%@729,0%@729,0%@729,8%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.312C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.437C tj@49.75C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2158mW VIN_SYS_5V0 4025mW/4591mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/952mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,15%@729,14%@729,0%@729,0%@729,0%@729,8%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.343C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.843C CV1@-256C GPU@45.75C tj@49.343C SOC1@47.031C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2133mW VIN_SYS_5V0 4025mW/4583mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/945mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@729,0%@729,7%@729,8%@729,0%@729,0%@729,0%@729,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.25C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.875C CV1@-256C GPU@45.531C tj@49.25C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2108mW VIN_SYS_5V0 4025mW/4575mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/939mW NC 0mW/0mW
