04-21-2025 12:18:30 RAM 4271/30587MB (lfb 95x4MB) SWAP 31/15294MB (cached 0MB) CPU [46%@1267,38%@1267,38%@1267,38%@1267,41%@2035,33%@2035,38%@2035,69%@2035,41%@2201,53%@2201,100%@2201,38%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 0%@407 GR3D2_FREQ 0%@407 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.031C Tdiode@39.5C SOC0@46.937C CV1@-256C GPU@45.75C tj@50.781C SOC1@47.218C CV2@-256C VDD_GPU_SOC 3178mW/3178mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4939mW/4939mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1209mW/1209mW NC 0mW/0mW
04-21-2025 12:18:35 RAM 5263/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,6%@729,7%@729,0%@729,0%@729,0%@729,6%@2201,0%@2201,57%@2072,0%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 86%@305 GR3D2_FREQ 86%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@46.5C tj@49.875C SOC1@47.125C CV2@-256C VDD_GPU_SOC 3972mW/3365mW VDD_CPU_CV 1986mW/2173mW VIN_SYS_5V0 5040mW/4880mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1161mW NC 0mW/0mW
04-21-2025 12:18:35 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,0%@729,0%@729,13%@729,0%@729,11%@729,6%@729,7%@2201,0%@2201,60%@2201,0%@2317] EMC_FREQ 5%@2133 GR3D_FREQ 84%@305 GR3D2_FREQ 84%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.375C tj@50C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3381mW VDD_CPU_CV 1589mW/2157mW VIN_SYS_5V0 5040mW/4884mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1165mW NC 0mW/0mW
04-21-2025 12:18:35 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,0%@1620,6%@2201,0%@729,13%@729,6%@729,6%@729,6%@729,12%@2201,0%@2201,57%@2201,0%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 71%@305 GR3D2_FREQ 29%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.968C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.093C tj@49.968C SOC1@47.281C CV2@-256C VDD_GPU_SOC 3972mW/3397mW VDD_CPU_CV 1589mW/2142mW VIN_SYS_5V0 5040mW/4888mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1169mW NC 0mW/0mW
04-21-2025 12:18:35 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@729,7%@1594,7%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 60%@305 GR3D2_FREQ 41%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.937C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.156C CV1@-256C GPU@45.937C tj@49.937C SOC1@47.25C CV2@-256C VDD_GPU_SOC 3972mW/3411mW VDD_CPU_CV 1589mW/2128mW VIN_SYS_5V0 5040mW/4892mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1172mW NC 0mW/0mW
04-21-2025 12:18:35 RAM 5263/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@1537,0%@2201,0%@729,0%@729,7%@729,7%@729,18%@729,0%@729,0%@2201,0%@2201,60%@2201,0%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 43%@305 GR3D2_FREQ 43%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.906C Tboard@38C SOC2@45.875C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46.062C tj@50.125C SOC1@47.375C CV2@-256C VDD_GPU_SOC 3972mW/3425mW VDD_CPU_CV 1589mW/2114mW VIN_SYS_5V0 5040mW/4896mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1176mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5265/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729,13%@729,13%@2201,0%@2201,60%@2201,0%@2201] EMC_FREQ 5%@2133 GR3D_FREQ 30%@305 GR3D2_FREQ 30%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.968C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.156C CV1@-256C GPU@46.312C tj@50.125C SOC1@47.375C CV2@-256C VDD_GPU_SOC 4370mW/3448mW VDD_CPU_CV 1589mW/2102mW VIN_SYS_5V0 5040mW/4899mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1179mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,0%@729,8%@729,0%@729,0%@729,0%@729,15%@2201,0%@2201,50%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 17%@305 GR3D2_FREQ 17%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.906C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.375C tj@49.906C SOC1@47.281C CV2@-256C VDD_GPU_SOC 3972mW/3461mW VDD_CPU_CV 1589mW/2089mW VIN_SYS_5V0 5040mW/4902mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1182mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@969,0%@729,7%@729,0%@729,8%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,64%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 92%@305 GR3D2_FREQ 92%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47C CV1@-256C GPU@46.468C tj@50.125C SOC1@47.125C CV2@-256C VDD_GPU_SOC 3972mW/3473mW VDD_CPU_CV 1589mW/2078mW VIN_SYS_5V0 5040mW/4906mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1185mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,8%@729,15%@729,0%@729,0%@729,0%@729,8%@2188,0%@2201,61%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 14%@305 GR3D2_FREQ 14%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.968C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.437C tj@49.968C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3484mW VDD_CPU_CV 1589mW/2067mW VIN_SYS_5V0 5040mW/4909mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1188mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,0%@729,0%@729,0%@1292,7%@729,14%@729,0%@729,0%@729,8%@2201,0%@2201,45%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 71%@305 GR3D2_FREQ 71%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.218C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46C tj@50.218C SOC1@47.281C CV2@-256C VDD_GPU_SOC 3972mW/3495mW VDD_CPU_CV 1589mW/2056mW VIN_SYS_5V0 5040mW/4912mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1191mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@853,7%@729,14%@729,7%@729,8%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,61%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 38%@305 GR3D2_FREQ 38%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@46.281C tj@50.156C SOC1@47.562C CV2@-256C VDD_GPU_SOC 3972mW/3505mW VDD_CPU_CV 1589mW/2046mW VIN_SYS_5V0 5040mW/4914mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1193mW NC 0mW/0mW
04-21-2025 12:18:36 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,0%@729,8%@2188,0%@2188,53%@2188,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 45%@305 GR3D2_FREQ 57%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.968C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46.531C tj@49.968C SOC1@47.437C CV2@-256C VDD_GPU_SOC 3972mW/3515mW VDD_CPU_CV 1589mW/2036mW VIN_SYS_5V0 5040mW/4917mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1196mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,7%@729,7%@729,0%@729,7%@729,7%@729,0%@729,0%@729,7%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 35%@305 GR3D2_FREQ 35%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.312C tj@50.312C SOC1@47.468C CV2@-256C VDD_GPU_SOC 4370mW/3533mW VDD_CPU_CV 1589mW/2027mW VIN_SYS_5V0 5040mW/4920mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1198mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,0%@729,13%@729,14%@729,7%@729,0%@729,7%@729,7%@2201,0%@2201,58%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 72%@305 GR3D2_FREQ 25%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.25C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@45.968C tj@50.25C SOC1@47.218C CV2@-256C VDD_GPU_SOC 3972mW/3542mW VDD_CPU_CV 1589mW/2018mW VIN_SYS_5V0 5040mW/4922mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1200mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,0%@729,8%@729,8%@729,0%@729,0%@729,8%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 89%@305 GR3D2_FREQ 89%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.156C tj@50.312C SOC1@47.562C CV2@-256C VDD_GPU_SOC 3972mW/3550mW VDD_CPU_CV 1589mW/2009mW VIN_SYS_5V0 5040mW/4924mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1203mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@1817,14%@2189,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,15%@2201,0%@2201,64%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 6%@305 GR3D2_FREQ 6%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.218C CV1@-256C GPU@46.312C tj@50.062C SOC1@47.406C CV2@-256C VDD_GPU_SOC 3972mW/3559mW VDD_CPU_CV 1589mW/2001mW VIN_SYS_5V0 5040mW/4927mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1205mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,0%@729,7%@729,14%@729,15%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,50%@2201,0%@2043] EMC_FREQ 6%@2133 GR3D_FREQ 84%@305 GR3D2_FREQ 84%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.406C tj@50.531C SOC1@47.218C CV2@-256C VDD_GPU_SOC 4370mW/3574mW VDD_CPU_CV 1589mW/1993mW VIN_SYS_5V0 5040mW/4929mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1207mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,14%@729,7%@729,7%@729,7%@729,0%@729,0%@2201,0%@2201,58%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 72%@305 GR3D2_FREQ 72%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.125C Tdiode@40C SOC0@47.093C CV1@-256C GPU@46.25C tj@50.437C SOC1@47.281C CV2@-256C VDD_GPU_SOC 3972mW/3582mW VDD_CPU_CV 1589mW/1985mW VIN_SYS_5V0 5040mW/4931mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1209mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,7%@729,0%@729,13%@729,0%@729,0%@729,0%@729,13%@2201,0%@2201,57%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 44%@305 GR3D2_FREQ 44%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@46C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.062C tj@50.093C SOC1@47.375C CV2@-256C VDD_GPU_SOC 3972mW/3589mW VDD_CPU_CV 1589mW/1978mW VIN_SYS_5V0 5040mW/4933mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1210mW NC 0mW/0mW
04-21-2025 12:18:37 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,0%@729,0%@729,12%@729,6%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,53%@2411,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 59%@305 GR3D2_FREQ 59%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@46.375C tj@50.406C SOC1@47.5C CV2@-256C VDD_GPU_SOC 3972mW/3596mW VDD_CPU_CV 1589mW/1971mW VIN_SYS_5V0 5040mW/4935mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1212mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,7%@729,14%@729,0%@729,7%@729,0%@729,7%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 69%@305 GR3D2_FREQ 29%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.218C tj@50.062C SOC1@47.281C CV2@-256C VDD_GPU_SOC 3972mW/3603mW VDD_CPU_CV 1589mW/1964mW VIN_SYS_5V0 5040mW/4937mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1214mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,57%@2062,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 84%@305 GR3D2_FREQ 84%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.125C tj@50.375C SOC1@47.156C CV2@-256C VDD_GPU_SOC 3972mW/3609mW VDD_CPU_CV 1589mW/1958mW VIN_SYS_5V0 5040mW/4939mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1216mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [6%@729,0%@729,6%@729,0%@729,6%@729,6%@729,0%@729,0%@729,6%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 92%@305 GR3D2_FREQ 92%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.343C tj@50.218C SOC1@47.187C CV2@-256C VDD_GPU_SOC 4370mW/3622mW VDD_CPU_CV 1589mW/1951mW VIN_SYS_5V0 5040mW/4940mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1217mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,6%@729,0%@729,7%@729,0%@729,0%@729,6%@729,14%@2201,0%@2201,57%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 22%@305 GR3D2_FREQ 22%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46.5C tj@50.093C SOC1@47.375C CV2@-256C VDD_GPU_SOC 3972mW/3628mW VDD_CPU_CV 1589mW/1945mW VIN_SYS_5V0 5040mW/4942mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1219mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5264/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,0%@729,0%@729,7%@729,14%@729,0%@729,7%@729,0%@729,7%@2201,0%@2201,61%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 31%@305 GR3D2_FREQ 31%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@46.218C tj@50.312C SOC1@47.406C CV2@-256C VDD_GPU_SOC 3972mW/3634mW VDD_CPU_CV 1589mW/1939mW VIN_SYS_5V0 5040mW/4944mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1220mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5263/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,14%@729,0%@729,0%@729,8%@729,7%@729,7%@729,0%@729,8%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 39%@305 GR3D2_FREQ 39%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.343C tj@50C SOC1@47.375C CV2@-256C VDD_GPU_SOC 3972mW/3639mW VDD_CPU_CV 1589mW/1933mW VIN_SYS_5V0 5040mW/4945mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1222mW NC 0mW/0mW
04-21-2025 12:18:38 RAM 5263/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@1795,14%@2201,7%@729,0%@729,0%@729,0%@729,7%@2201,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 56%@305 GR3D2_FREQ 56%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.5C tj@50.406C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3645mW VDD_CPU_CV 1589mW/1928mW VIN_SYS_5V0 5040mW/4947mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1223mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,0%@729,15%@729,0%@729,7%@729,0%@729,8%@2201,0%@2201,64%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 49%@305 GR3D2_FREQ 49%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@46.093C tj@50.437C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3650mW VDD_CPU_CV 1589mW/1922mW VIN_SYS_5V0 5040mW/4948mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1225mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@1387,0%@729,0%@729,0%@729,7%@729,7%@729,0%@729,7%@729,14%@2364,0%@2201,53%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 38%@305 GR3D2_FREQ 38%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@46.312C tj@50.062C SOC1@47.468C CV2@-256C VDD_GPU_SOC 4370mW/3661mW VDD_CPU_CV 1589mW/1917mW VIN_SYS_5V0 5040mW/4950mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1226mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@1171,0%@2201,7%@729,8%@729,0%@729,0%@729,0%@729,15%@2201,0%@2201,58%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 73%@305 GR3D2_FREQ 27%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.281C CV1@-256C GPU@46.562C tj@50.125C SOC1@47.343C CV2@-256C VDD_GPU_SOC 3972mW/3666mW VDD_CPU_CV 1589mW/1912mW VIN_SYS_5V0 5040mW/4951mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1227mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,0%@729,0%@729,8%@729,0%@729,0%@729,0%@729,15%@2201,0%@2201,54%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 84%@305 GR3D2_FREQ 84%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@45.968C tj@50.5C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3671mW VDD_CPU_CV 1589mW/1907mW VIN_SYS_5V0 5040mW/4952mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1228mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@870,0%@729,7%@729,0%@729,7%@729,14%@729,14%@729,0%@729,0%@2201,0%@2201,57%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 7%@305 GR3D2_FREQ 7%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@46.281C tj@50.125C SOC1@47.187C CV2@-256C VDD_GPU_SOC 4370mW/3681mW VDD_CPU_CV 1589mW/1903mW VIN_SYS_5V0 5040mW/4954mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1230mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@1376,7%@2201,8%@729,0%@729,0%@729,7%@729,15%@2201,0%@2201,50%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 85%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.343C tj@50.093C SOC1@47.343C CV2@-256C VDD_GPU_SOC 3972mW/3685mW VDD_CPU_CV 1589mW/1898mW VIN_SYS_5V0 5040mW/4955mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1231mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,7%@2201,0%@729,0%@729,14%@729,8%@729,0%@729,0%@729,7%@2201,0%@2201,61%@2201,0%@2201] EMC_FREQ 6%@2133 GR3D_FREQ 24%@305 GR3D2_FREQ 24%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@45.937C tj@50C SOC1@47.312C CV2@-256C VDD_GPU_SOC 3972mW/3689mW VDD_CPU_CV 1589mW/1893mW VIN_SYS_5V0 5040mW/4956mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1232mW NC 0mW/0mW
04-21-2025 12:18:39 RAM 5262/30587MB (lfb 6x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,7%@729,8%@2201,0%@2201,58%@2201,0%@2336] EMC_FREQ 6%@2133 GR3D_FREQ 36%@305 GR3D2_FREQ 36%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.031C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@46.093C tj@50.031C SOC1@47.25C CV2@-256C VDD_GPU_SOC 3972mW/3694mW VDD_CPU_CV 1589mW/1889mW VIN_SYS_5V0 5040mW/4957mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1233mW NC 0mW/0mW
