04-21-2025 12:36:50 RAM 3932/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [42%@2201,23%@2201,100%@2201,29%@2201,37%@729,27%@729,29%@806,27%@729,44%@729,29%@729,33%@729,29%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@46C tj@50.562C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:36:54 RAM 4208/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,7%@2201,100%@2201,0%@2201,15%@729,7%@729,7%@729,0%@729,7%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@45.875C Tdiode@39.5C SOC0@47.125C CV1@-256C GPU@45.687C tj@50.437C SOC1@47.312C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2504mW VIN_SYS_5V0 4737mW/4697mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1055mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4209/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,6%@2201,14%@729,0%@729,12%@729,0%@729,14%@729,6%@729,13%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.906C Tdiode@39.5C SOC0@47.093C CV1@-256C GPU@45.687C tj@50.093C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2382mW/2501mW VIN_SYS_5V0 4636mW/4696mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1053mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,20%@729,12%@729,6%@729,6%@729,13%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@46.843C CV1@-256C GPU@46C tj@50.375C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2508mW VIN_SYS_5V0 4636mW/4694mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1052mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,7%@2201,100%@2201,7%@2201,9%@729,0%@729,0%@729,0%@729,16%@729,0%@729,7%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@45.875C tj@50.125C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2515mW VIN_SYS_5V0 4636mW/4692mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1049mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4210/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,0%@2201,16%@729,8%@729,14%@729,0%@729,21%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@46.906C CV1@-256C GPU@45.781C tj@50.343C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2521mW VIN_SYS_5V0 4536mW/4689mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1045mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4210/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,7%@2201,16%@729,0%@729,8%@729,8%@729,16%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.218C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@45.718C tj@50.218C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2528mW VIN_SYS_5V0 4536mW/4685mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1042mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,100%@2201,0%@2201,16%@729,7%@729,0%@729,8%@729,25%@729,0%@729,0%@729,15%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@45.906C Tdiode@39.5C SOC0@46.906C CV1@-256C GPU@46.031C tj@50.468C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2534mW VIN_SYS_5V0 4536mW/4681mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1038mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,0%@2201,100%@2201,6%@2201,26%@729,0%@729,17%@729,6%@729,14%@729,6%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@47.093C CV1@-256C GPU@45.718C tj@50.125C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2539mW VIN_SYS_5V0 4536mW/4678mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1035mW NC 0mW/0mW
04-21-2025 12:36:55 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,6%@2201,100%@2201,0%@2201,14%@729,0%@729,7%@729,7%@729,14%@729,6%@729,0%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@45.875C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@45.687C tj@50.125C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2545mW VIN_SYS_5V0 4536mW/4675mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1032mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,0%@729,0%@729,15%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@47.187C CV1@-256C GPU@45.843C tj@50.406C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2550mW VIN_SYS_5V0 4536mW/4672mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1030mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,0%@2201,20%@729,0%@729,6%@729,12%@729,25%@729,0%@729,0%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.5C SOC0@47.093C CV1@-256C GPU@45.75C tj@50.125C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2555mW VIN_SYS_5V0 4536mW/4669mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1027mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,20%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@46.062C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2560mW VIN_SYS_5V0 4536mW/4666mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1024mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,7%@2201,100%@2201,0%@2201,21%@729,0%@729,0%@729,0%@729,15%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.031C Tdiode@39.5C SOC0@47C CV1@-256C GPU@45.625C tj@50.437C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2564mW VIN_SYS_5V0 4435mW/4661mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1022mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@1986,0%@2201,100%@2201,0%@2201,15%@729,0%@729,0%@729,7%@729,15%@729,0%@729,8%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.718C tj@50.468C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2569mW VIN_SYS_5V0 4435mW/4656mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/1019mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,100%@2201,7%@2201,28%@729,18%@729,7%@729,7%@729,16%@729,0%@729,0%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46C tj@50.187C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2573mW VIN_SYS_5V0 4435mW/4652mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1017mW NC 0mW/0mW
04-21-2025 12:36:56 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,7%@2201,66%@2201,0%@2201,23%@729,0%@729,8%@729,0%@729,23%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@45.687C tj@50.093C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2383mW/2569mW VIN_SYS_5V0 4435mW/4648mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1013mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,6%@2201,100%@2201,0%@2201,13%@729,6%@729,0%@729,6%@729,20%@729,6%@729,0%@729,12%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@45.656C tj@50.156C SOC1@47.343C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2383mW/2566mW VIN_SYS_5V0 4435mW/4644mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/1009mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,0%@2201,100%@2201,0%@2201,7%@729,0%@729,6%@729,0%@729,17%@2112,0%@2060,11%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.937C tj@50.437C SOC1@47.406C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2570mW VIN_SYS_5V0 4435mW/4640mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1005mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,7%@2201,42%@729,23%@729,25%@729,16%@729,25%@2201,40%@2201,35%@2201,64%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.843C tj@50.718C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3178mW/2581mW VIN_SYS_5V0 4536mW/4638mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1003mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,7%@2201,8%@729,0%@729,14%@729,7%@729,23%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@47.125C CV1@-256C GPU@46.093C tj@50.406C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3178mW/2592mW VIN_SYS_5V0 4536mW/4636mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1002mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,100%@2201,0%@2201,21%@729,18%@729,13%@729,14%@729,35%@1574,21%@1574,20%@1651,60%@1651] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46C Tdiode@39.5C SOC0@46.906C CV1@-256C GPU@46.093C tj@50.656C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3178mW/2602mW VIN_SYS_5V0 4536mW/4634mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1000mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,12%@2201,15%@729,13%@729,13%@729,7%@729,14%@806,18%@806,7%@806,28%@806] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.218C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@47.156C CV1@-256C GPU@46.218C tj@50.562C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3178mW/2612mW VIN_SYS_5V0 4636mW/4634mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/998mW NC 0mW/0mW
04-21-2025 12:36:57 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,6%@2201,20%@729,6%@729,0%@729,6%@729,25%@729,0%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.312C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@46.906C CV1@-256C GPU@45.812C tj@50.218C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3178mW/2622mW VIN_SYS_5V0 4536mW/4632mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/997mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,12%@2201,100%@2201,0%@2201,23%@729,0%@729,6%@729,6%@729,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.093C Tdiode@39.5C SOC0@47C CV1@-256C GPU@46C tj@50.093C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2625mW VIN_SYS_5V0 4536mW/4631mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/995mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,0%@2201,100%@2201,0%@2201,16%@729,0%@729,7%@729,7%@729,16%@729,7%@729,14%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@46.218C tj@50.375C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2627mW VIN_SYS_5V0 4536mW/4629mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/994mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,7%@2201,15%@729,0%@729,0%@729,0%@729,8%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@45.687C tj@50.125C SOC1@47.375C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2630mW VIN_SYS_5V0 4536mW/4628mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/992mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,16%@729,0%@729,0%@729,7%@729,16%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@45.718C tj@50.062C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2632mW VIN_SYS_5V0 4536mW/4626mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/991mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729,15%@729,8%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@46.812C CV1@-256C GPU@45.781C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2634mW VIN_SYS_5V0 4536mW/4625mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/990mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4211/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,0%@2201,100%@2201,0%@2201,23%@729,7%@729,0%@729,0%@729,16%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.281C tj@50.093C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2637mW VIN_SYS_5V0 4536mW/4623mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/988mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4212/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [31%@2201,0%@2201,100%@2201,0%@2201,8%@729,7%@729,13%@729,7%@729,26%@729,7%@729,7%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@47C CV1@-256C GPU@45.875C tj@50.468C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2639mW VIN_SYS_5V0 4536mW/4622mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/987mW NC 0mW/0mW
04-21-2025 12:36:58 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,18%@729,0%@729,6%@729,6%@729,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@47.125C CV1@-256C GPU@46.062C tj@50.125C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2641mW VIN_SYS_5V0 4536mW/4621mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/986mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4214/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,7%@2201,100%@2201,0%@2201,8%@729,0%@729,0%@729,7%@729,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@47.125C CV1@-256C GPU@46C tj@50.093C SOC1@47.406C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2643mW VIN_SYS_5V0 4536mW/4619mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/985mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,15%@729,0%@729,0%@729,0%@729,21%@729,7%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.031C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@46.25C tj@50.093C SOC1@47.281C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2645mW VIN_SYS_5V0 4536mW/4618mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/983mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,16%@729,7%@729,0%@729,7%@729,23%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@46.062C tj@50.437C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2647mW VIN_SYS_5V0 4435mW/4615mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/982mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4214/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,7%@2201,15%@729,13%@729,0%@729,0%@729,8%@729,0%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@46.843C CV1@-256C GPU@45.968C tj@50.5C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2649mW VIN_SYS_5V0 4435mW/4613mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/981mW NC 0mW/0mW
