04-21-2025 12:34:35 RAM 3899/30587MB (lfb 17x4MB) SWAP 31/15294MB (cached 0MB) CPU [40%@1651,28%@1651,21%@1651,7%@1651,40%@2201,33%@2201,100%@2201,53%@2201,35%@1036,35%@1036,35%@1113,42%@1036] EMC_FREQ 6%@2133 GR3D_FREQ 0%@509 GR3D2_FREQ 0%@509 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.25C Tdiode@39.75C SOC0@47.156C CV1@-256C GPU@46C tj@50.781C SOC1@47.343C CV2@-256C VDD_GPU_SOC 3575mW/3575mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4939mW/4939mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1209mW/1209mW NC 0mW/0mW
04-21-2025 12:34:50 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,69%@2201,23%@729,0%@729,7%@729,7%@729,15%@729,0%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@611 GR3D2_FREQ 50%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.468C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.75C tj@50.468C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5617mW VDD_CPU_CV 1986mW/2093mW VIN_SYS_5V0 5342mW/5262mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:50 RAM 4864/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,7%@2201,58%@2201,7%@729,0%@729,0%@729,0%@729,15%@729,14%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.5C tj@50.687C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5620mW VDD_CPU_CV 1986mW/2092mW VIN_SYS_5V0 5342mW/5263mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,0%@2201,60%@2201,26%@729,6%@729,6%@729,7%@729,14%@729,7%@729,6%@729,6%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 48%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.875C tj@50.406C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5623mW VDD_CPU_CV 1986mW/2092mW VIN_SYS_5V0 5342mW/5263mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,14%@2201,64%@2201,15%@729,7%@729,7%@729,0%@729,15%@729,13%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@609 GR3D2_FREQ 50%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.656C tj@50.656C SOC1@47.437C CV2@-256C VDD_GPU_SOC 5959mW/5625mW VDD_CPU_CV 1986mW/2091mW VIN_SYS_5V0 5342mW/5264mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4864/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,0%@2201,61%@2201,8%@729,7%@729,0%@729,7%@729,21%@729,8%@729,7%@729,20%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@607 GR3D2_FREQ 45%@608 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.812C tj@50.718C SOC1@47.781C CV2@-256C VDD_GPU_SOC 5959mW/5628mW VDD_CPU_CV 1986mW/2090mW VIN_SYS_5V0 5342mW/5265mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,7%@2201,66%@2201,15%@729,7%@729,7%@729,0%@729,15%@729,0%@729,7%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@609 GR3D2_FREQ 50%@608 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.25C CV1@-256C GPU@46.843C tj@50.75C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5631mW VDD_CPU_CV 1986mW/2089mW VIN_SYS_5V0 5342mW/5265mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,7%@2201,57%@2201,20%@729,6%@729,0%@729,18%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.468C Tdiode@40C SOC0@47.468C CV1@-256C GPU@46.531C tj@50.468C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5634mW VDD_CPU_CV 1986mW/2088mW VIN_SYS_5V0 5342mW/5266mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,64%@2201,14%@729,0%@729,7%@729,0%@729,26%@729,7%@729,0%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@609 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.781C tj@50.781C SOC1@47.406C CV2@-256C VDD_GPU_SOC 5959mW/5637mW VDD_CPU_CV 1986mW/2087mW VIN_SYS_5V0 5342mW/5267mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,61%@2201,8%@729,0%@729,7%@729,7%@729,8%@729,7%@729,0%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@609 GR3D2_FREQ 50%@610 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.562C CV1@-256C GPU@47C tj@50.562C SOC1@47.656C CV2@-256C VDD_GPU_SOC 5959mW/5639mW VDD_CPU_CV 1986mW/2086mW VIN_SYS_5V0 5342mW/5267mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:51 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,6%@2201,64%@2201,21%@729,6%@729,7%@729,13%@729,21%@729,7%@729,0%@729,6%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@607 GR3D2_FREQ 45%@608 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.437C Tdiode@40C SOC0@47.468C CV1@-256C GPU@46.468C tj@50.468C SOC1@47.468C CV2@-256C VDD_GPU_SOC 5959mW/5642mW VDD_CPU_CV 1986mW/2085mW VIN_SYS_5V0 5342mW/5268mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1401mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,7%@2201,58%@2201,7%@729,7%@729,7%@729,7%@729,14%@729,7%@729,6%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@611 GR3D2_FREQ 50%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.312C CV1@-256C GPU@47.062C tj@50.718C SOC1@47.75C CV2@-256C VDD_GPU_SOC 5959mW/5644mW VDD_CPU_CV 1986mW/2085mW VIN_SYS_5V0 5342mW/5268mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4864/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,0%@2201,64%@2201,8%@729,0%@729,0%@729,7%@729,14%@729,0%@729,7%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 47%@611 GR3D2_FREQ 47%@609 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.906C tj@50.75C SOC1@47.531C CV2@-256C VDD_GPU_SOC 5959mW/5647mW VDD_CPU_CV 1986mW/2084mW VIN_SYS_5V0 5342mW/5269mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,0%@2201,58%@2201,15%@729,0%@729,8%@729,7%@729,23%@729,14%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@608 GR3D2_FREQ 45%@607 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@47.062C tj@50.781C SOC1@47.718C CV2@-256C VDD_GPU_SOC 5959mW/5649mW VDD_CPU_CV 1986mW/2083mW VIN_SYS_5V0 5342mW/5270mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,7%@2201,0%@2201,69%@2201,15%@729,0%@729,7%@729,8%@729,15%@729,7%@729,0%@729,8%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@611 GR3D2_FREQ 50%@609 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.312C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.937C tj@50.468C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5652mW VDD_CPU_CV 1986mW/2082mW VIN_SYS_5V0 5342mW/5270mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,61%@2201,9%@729,0%@729,7%@729,0%@729,16%@729,0%@729,14%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.312C CV1@-256C GPU@46.406C tj@50.718C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5654mW VDD_CPU_CV 1986mW/2082mW VIN_SYS_5V0 5342mW/5271mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,61%@2201,16%@729,7%@729,0%@729,7%@729,15%@729,7%@729,15%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.562C tj@50.468C SOC1@47.562C CV2@-256C VDD_GPU_SOC 5959mW/5656mW VDD_CPU_CV 1986mW/2081mW VIN_SYS_5V0 5342mW/5271mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:52 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,0%@2201,58%@2201,15%@729,0%@729,0%@729,7%@729,16%@729,0%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@608 GR3D2_FREQ 50%@609 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.593C tj@50.968C SOC1@47.562C CV2@-256C VDD_GPU_SOC 5959mW/5659mW VDD_CPU_CV 1986mW/2080mW VIN_SYS_5V0 5342mW/5272mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,0%@2201,68%@2201,13%@729,6%@729,6%@729,0%@729,7%@729,6%@729,0%@729,12%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.718C tj@50.562C SOC1@47.656C CV2@-256C VDD_GPU_SOC 5959mW/5661mW VDD_CPU_CV 1986mW/2079mW VIN_SYS_5V0 5342mW/5272mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,62%@2201,18%@729,0%@729,6%@729,0%@729,18%@729,6%@729,18%@729,6%@729] EMC_FREQ 10%@2133 GR3D_FREQ 46%@611 GR3D2_FREQ 46%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.687C tj@50.781C SOC1@47.781C CV2@-256C VDD_GPU_SOC 5959mW/5663mW VDD_CPU_CV 1986mW/2079mW VIN_SYS_5V0 5342mW/5273mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1402mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,61%@2201,14%@729,6%@729,0%@729,0%@729,14%@729,13%@729,0%@729,6%@729] EMC_FREQ 10%@2133 GR3D_FREQ 49%@611 GR3D2_FREQ 49%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@47.031C tj@50.75C SOC1@47.468C CV2@-256C VDD_GPU_SOC 5959mW/5666mW VDD_CPU_CV 1986mW/2078mW VIN_SYS_5V0 5342mW/5273mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1403mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,0%@2201,57%@2201,14%@729,0%@729,7%@729,0%@729,21%@729,7%@729,7%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@47.031C tj@50.5C SOC1@47.593C CV2@-256C VDD_GPU_SOC 5959mW/5668mW VDD_CPU_CV 1986mW/2077mW VIN_SYS_5V0 5342mW/5274mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1403mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2201,64%@2201,14%@729,0%@729,7%@729,0%@729,7%@729,7%@729,0%@729,18%@729] EMC_FREQ 10%@2133 GR3D_FREQ 49%@611 GR3D2_FREQ 49%@608 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.593C tj@50.75C SOC1@47.843C CV2@-256C VDD_GPU_SOC 5959mW/5670mW VDD_CPU_CV 1986mW/2077mW VIN_SYS_5V0 5342mW/5274mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1404mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,66%@2201,15%@729,0%@729,13%@729,0%@729,21%@729,0%@729,0%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 49%@611 GR3D2_FREQ 49%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.687C tj@50.75C SOC1@47.562C CV2@-256C VDD_GPU_SOC 5959mW/5672mW VDD_CPU_CV 1986mW/2076mW VIN_SYS_5V0 5342mW/5275mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1404mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,0%@2201,61%@2201,15%@729,0%@729,7%@729,7%@729,15%@729,7%@729,14%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 45%@611 GR3D2_FREQ 45%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.437C tj@50.687C SOC1@47.5C CV2@-256C VDD_GPU_SOC 5959mW/5674mW VDD_CPU_CV 1986mW/2075mW VIN_SYS_5V0 5342mW/5275mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1404mW NC 0mW/0mW
04-21-2025 12:34:53 RAM 4863/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,63%@2201,15%@729,0%@729,7%@729,0%@729,15%@729,0%@729,15%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 47%@611 GR3D2_FREQ 47%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.718C CV1@-256C GPU@46.5C tj@50.562C SOC1@47.593C CV2@-256C VDD_GPU_SOC 5959mW/5676mW VDD_CPU_CV 1986mW/2075mW VIN_SYS_5V0 5342mW/5276mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1404mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [33%@2201,0%@2201,0%@2201,58%@2201,16%@729,0%@729,7%@729,7%@729,16%@729,0%@729,8%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@611 GR3D2_FREQ 50%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.875C Tboard@38C SOC2@46.5C Tdiode@40.25C SOC0@47.5C CV1@-256C GPU@46.718C tj@50.5C SOC1@47.562C CV2@-256C VDD_GPU_SOC 5959mW/5678mW VDD_CPU_CV 1986mW/2074mW VIN_SYS_5V0 5342mW/5276mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1405mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,61%@2201,0%@729,0%@729,7%@729,0%@729,23%@729,0%@729,0%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 46%@609 GR3D2_FREQ 46%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.687C tj@50.843C SOC1@47.875C CV2@-256C VDD_GPU_SOC 5959mW/5680mW VDD_CPU_CV 1986mW/2073mW VIN_SYS_5V0 5342mW/5277mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1405mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,0%@2201,61%@2201,15%@729,0%@729,0%@729,7%@729,21%@729,7%@729,7%@729,14%@729] EMC_FREQ 10%@2133 GR3D_FREQ 47%@610 GR3D2_FREQ 47%@609 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.437C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.593C tj@51C SOC1@47.562C CV2@-256C VDD_GPU_SOC 5959mW/5682mW VDD_CPU_CV 1986mW/2073mW VIN_SYS_5V0 5342mW/5277mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1406mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,0%@2201,61%@2201,28%@729,0%@729,7%@729,15%@729,0%@729,15%@729,0%@729,8%@729] EMC_FREQ 10%@2133 GR3D_FREQ 50%@611 GR3D2_FREQ 50%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.75C tj@50.593C SOC1@47.781C CV2@-256C VDD_GPU_SOC 5959mW/5684mW VDD_CPU_CV 1986mW/2072mW VIN_SYS_5V0 5342mW/5278mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1407mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,0%@2201,61%@2201,20%@729,7%@729,0%@729,7%@729,15%@729,0%@729,14%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 49%@610 GR3D2_FREQ 49%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.375C CV1@-256C GPU@46.843C tj@50.656C SOC1@47.437C CV2@-256C VDD_GPU_SOC 5959mW/5686mW VDD_CPU_CV 1986mW/2071mW VIN_SYS_5V0 5342mW/5278mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1408mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,0%@2201,64%@2201,14%@729,0%@729,0%@729,7%@729,14%@729,0%@729,13%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 46%@611 GR3D2_FREQ 46%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.343C Tdiode@40.25C SOC0@47.687C CV1@-256C GPU@47.031C tj@50.593C SOC1@47.593C CV2@-256C VDD_GPU_SOC 5959mW/5688mW VDD_CPU_CV 1986mW/2071mW VIN_SYS_5V0 5342mW/5279mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1408mW NC 0mW/0mW
04-21-2025 12:34:54 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,0%@2201,61%@2201,15%@729,7%@729,0%@729,0%@729,14%@729,0%@729,7%@729,13%@729] EMC_FREQ 10%@2133 GR3D_FREQ 49%@611 GR3D2_FREQ 49%@611 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.906C tj@50.593C SOC1@47.531C CV2@-256C VDD_GPU_SOC 5959mW/5690mW VDD_CPU_CV 1986mW/2070mW VIN_SYS_5V0 5342mW/5279mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1512mW/1409mW NC 0mW/0mW
04-21-2025 12:34:55 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,0%@2201,57%@2201,7%@729,13%@729,0%@729,0%@729,14%@729,0%@729,18%@729,7%@729] EMC_FREQ 10%@2133 GR3D_FREQ 46%@506 GR3D2_FREQ 46%@507 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.281C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@46.437C tj@50.562C SOC1@47.625C CV2@-256C VDD_GPU_SOC 5959mW/5692mW VDD_CPU_CV 1986mW/2070mW VIN_SYS_5V0 5342mW/5279mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1409mW NC 0mW/0mW
04-21-2025 12:34:55 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,58%@2201,20%@729,0%@729,0%@729,6%@729,14%@729,12%@729,0%@729,13%@729] EMC_FREQ 10%@2133 GR3D_FREQ 47%@509 GR3D2_FREQ 47%@509 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.375C Tdiode@40.25C SOC0@47.312C CV1@-256C GPU@46.843C tj@50.5C SOC1@47.812C CV2@-256C VDD_GPU_SOC 5959mW/5693mW VDD_CPU_CV 1986mW/2069mW VIN_SYS_5V0 5342mW/5280mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1409mW NC 0mW/0mW
04-21-2025 12:34:55 RAM 4862/30587MB (lfb 1x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,0%@2201,50%@2201,15%@729,14%@729,0%@729,0%@729,25%@729,7%@729,14%@729,0%@729] EMC_FREQ 10%@2133 GR3D_FREQ 47%@509 GR3D2_FREQ 47%@509 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.937C tj@50.906C SOC1@47.531C CV2@-256C VDD_GPU_SOC 5561mW/5693mW VDD_CPU_CV 1986mW/2069mW VIN_SYS_5V0 5342mW/5280mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1411mW/1409mW NC 0mW/0mW
