04-10-2025 18:05:57 RAM 1400/6855MB (lfb 16x4MB) SWAP 83/3427MB (cached 0MB) CPU [22%@1420,8%@1420,26%@1420,7%@1420,12%@1420,84%@1420] EMC_FREQ 0% GR3D_FREQ 0% AUX@44.5C CPU@45.5C thermal@44.8C AO@44C GPU@44C PMIC@50C
04-10-2025 18:07:42 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [6%@1420,21%@1420,0%@1420,22%@1420,56%@1420,34%@1420] EMC_FREQ 0% GR3D_FREQ 0% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:43 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [5%@1420,9%@1420,13%@1420,2%@1420,52%@1420,55%@1420] EMC_FREQ 0% GR3D_FREQ 60% AUX@45C CPU@46C thermal@45.6C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:44 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [5%@1420,3%@1420,32%@1420,42%@1420,53%@1420,0%@1420] EMC_FREQ 0% GR3D_FREQ 2% AUX@45C CPU@46.5C thermal@45.6C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:45 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [17%@1420,2%@1420,35%@1420,23%@1420,31%@1420,9%@1420] EMC_FREQ 0% GR3D_FREQ 97% AUX@45C CPU@46C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:46 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [5%@1420,24%@1420,38%@1420,19%@1420,32%@1420,17%@1420] EMC_FREQ 0% GR3D_FREQ 52% AUX@45C CPU@46.5C thermal@45.75C AO@44.5C GPU@46C PMIC@50C
04-10-2025 18:07:47 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [21%@1420,3%@1420,25%@1420,22%@1420,28%@1420,36%@1420] EMC_FREQ 0% GR3D_FREQ 10% AUX@45C CPU@46.5C thermal@45.6C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:48 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [12%@1420,3%@1420,46%@1420,34%@1420,25%@1420,14%@1420] EMC_FREQ 0% GR3D_FREQ 25% AUX@45C CPU@46C thermal@45.6C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:49 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [38%@1420,45%@1420,24%@1420,7%@1420,22%@1420,1%@1420] EMC_FREQ 0% GR3D_FREQ 97% AUX@45C CPU@46.5C thermal@45.6C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:50 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [19%@1420,36%@1420,24%@1420,6%@1420,30%@1420,22%@1420] EMC_FREQ 0% GR3D_FREQ 20% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:51 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [44%@1420,23%@1420,10%@1420,24%@1420,32%@1420,1%@1420] EMC_FREQ 0% GR3D_FREQ 11% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:52 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [30%@1420,19%@1420,26%@1420,24%@1420,24%@1420,15%@1420] EMC_FREQ 0% GR3D_FREQ 98% AUX@45.5C CPU@46.5C thermal@46.1C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:53 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [7%@1420,21%@1420,37%@1420,42%@1420,25%@1420,1%@1420] EMC_FREQ 0% GR3D_FREQ 98% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:54 RAM 2045/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [18%@1420,9%@1420,52%@1420,45%@1420,16%@1420,1%@1420] EMC_FREQ 0% GR3D_FREQ 60% AUX@45C CPU@46.5C thermal@45.8C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:55 RAM 2042/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [18%@1420,16%@1420,51%@1420,38%@1420,15%@1420,2%@1420] EMC_FREQ 0% GR3D_FREQ 56% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:56 RAM 2042/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [30%@1420,16%@1420,27%@1420,19%@1420,24%@1420,22%@1420] EMC_FREQ 0% GR3D_FREQ 53% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:57 RAM 2042/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [7%@1420,24%@1420,29%@1420,25%@1420,22%@1420,21%@1420] EMC_FREQ 0% GR3D_FREQ 89% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:07:58 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [14%@1420,62%@1420,23%@1420,0%@1420,25%@1420,8%@1420] EMC_FREQ 0% GR3D_FREQ 12% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:07:59 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [19%@1420,30%@1420,37%@1420,28%@1420,9%@1420,10%@1420] EMC_FREQ 0% GR3D_FREQ 7% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:08:00 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [31%@1420,47%@1420,35%@1420,0%@1420,21%@1420,1%@1420] EMC_FREQ 0% GR3D_FREQ 0% AUX@45.5C CPU@47C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:08:01 RAM 2047/6855MB (lfb 4x1MB) SWAP 83/3427MB (cached 0MB) CPU [25%@1420,50%@1420,11%@1420,1%@1420,24%@1420,22%@1420] EMC_FREQ 0% GR3D_FREQ 74% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:08:02 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [25%@1420,33%@1420,46%@1420,23%@1420,11%@1420,0%@1420] EMC_FREQ 0% GR3D_FREQ 72% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
04-10-2025 18:08:03 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [21%@1267,34%@1267,18%@1267,23%@1267,33%@1267,1%@1267] EMC_FREQ 0% GR3D_FREQ 77% AUX@45.5C CPU@46.5C thermal@45.75C AO@45C GPU@45.5C PMIC@50C
04-10-2025 18:08:04 RAM 2043/6855MB (lfb 8x1MB) SWAP 83/3427MB (cached 0MB) CPU [21%@1420,44%@1420,25%@1420,24%@1420,20%@1420,0%@1420] EMC_FREQ 0% GR3D_FREQ 97% AUX@45C CPU@46.5C thermal@45.75C AO@45C GPU@46C PMIC@50C
