04-21-2025 12:48:00 RAM 3974/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [37%@2201,20%@2201,100%@2201,20%@2201,23%@729,14%@729,13%@729,20%@2201,28%@729,21%@2201,0%@2201,14%@2201] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.437C CV1@-256C GPU@45.906C tj@50.875C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2779mW/2779mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4252/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,7%@729,0%@729,7%@729,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46.062C tj@50.656C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 3176mW/2691mW VIN_SYS_5V0 4737mW/4720mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1063mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,6%@2201,100%@2201,0%@2201,20%@729,0%@729,0%@729,0%@729,21%@729,12%@729,6%@729,7%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.093C tj@50.656C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2693mW VIN_SYS_5V0 4636mW/4717mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1062mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,0%@2201,100%@2201,6%@2201,25%@729,6%@729,0%@729,0%@729,13%@729,0%@729,6%@729,11%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.468C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.25C tj@50.593C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2695mW VIN_SYS_5V0 4636mW/4715mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1008mW/1060mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,14%@729,7%@729,0%@729,0%@729,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.031C tj@50.812C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2697mW VIN_SYS_5V0 4636mW/4713mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1056mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4256/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,6%@2201,100%@2476,0%@2201,13%@729,6%@729,0%@729,6%@729,20%@729,6%@729,6%@729,12%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.156C tj@50.5C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2699mW VIN_SYS_5V0 4536mW/4709mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1052mW NC 0mW/0mW
04-21-2025 12:48:05 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [31%@2201,13%@2201,100%@2201,7%@2201,26%@729,0%@729,0%@729,7%@729,21%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.218C tj@50.687C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2701mW VIN_SYS_5V0 4536mW/4705mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1049mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,6%@2201,15%@729,13%@729,7%@729,0%@729,20%@729,0%@729,6%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.25C tj@50.687C SOC1@47.75C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2703mW VIN_SYS_5V0 4536mW/4701mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1046mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,0%@2201,23%@729,0%@729,0%@729,0%@729,16%@729,0%@729,8%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.406C CV1@-256C GPU@45.968C tj@50.531C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2705mW VIN_SYS_5V0 4536mW/4697mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1042mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,7%@2201,15%@729,7%@729,7%@729,7%@729,28%@729,7%@729,0%@729,8%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.468C Tdiode@40C SOC0@47.312C CV1@-256C GPU@45.968C tj@50.468C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2707mW VIN_SYS_5V0 4536mW/4693mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1039mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,7%@729,0%@729,7%@729,15%@729,7%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.468C CV1@-256C GPU@46.25C tj@50.531C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2708mW VIN_SYS_5V0 4536mW/4690mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1036mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,6%@2201,100%@2201,0%@2201,21%@729,7%@729,0%@729,0%@729,20%@729,12%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.187C tj@50.75C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2710mW VIN_SYS_5V0 4536mW/4686mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1033mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,7%@729,0%@729,7%@729,21%@729,14%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.375C tj@50.5C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2711mW VIN_SYS_5V0 4536mW/4683mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1031mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4250/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,6%@2201,100%@2201,0%@2201,21%@729,13%@729,7%@729,0%@729,26%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.562C tj@50.75C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2713mW VIN_SYS_5V0 4536mW/4680mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1028mW NC 0mW/0mW
04-21-2025 12:48:06 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,78%@2201,7%@2201,21%@729,7%@729,7%@729,7%@729,15%@729,7%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.406C tj@50.781C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2714mW VIN_SYS_5V0 4536mW/4677mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/1026mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [19%@2201,0%@2201,89%@2201,0%@2201,10%@729,0%@729,13%@729,9%@729,15%@729,0%@729,10%@729,4%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.031C tj@51.031C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2383mW/2707mW VIN_SYS_5V0 4435mW/4672mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1021mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,20%@729,0%@729,0%@729,6%@729,20%@729,12%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.375C tj@50.968C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2709mW VIN_SYS_5V0 4435mW/4667mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/1017mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,100%@2201,5%@2201,18%@729,0%@729,6%@729,0%@729,13%@729,6%@729,16%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.062C tj@50.906C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2710mW VIN_SYS_5V0 4435mW/4663mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1015mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,0%@2201,15%@729,0%@729,14%@729,0%@729,15%@729,13%@729,14%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.812C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.562C tj@50.468C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2711mW VIN_SYS_5V0 4435mW/4659mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1013mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4252/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,14%@729,0%@729,0%@729,13%@729,21%@729,0%@729,7%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.281C tj@50.875C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2713mW VIN_SYS_5V0 4435mW/4654mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/1011mW NC 0mW/0mW
04-21-2025 12:48:07 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [33%@2201,7%@2201,100%@2201,0%@2201,16%@729,6%@729,7%@729,0%@729,31%@729,13%@729,0%@729,13%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46.468C tj@50.75C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2714mW VIN_SYS_5V0 4536mW/4652mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1009mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,0%@729,23%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.093C tj@50.531C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2715mW VIN_SYS_5V0 4536mW/4650mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1007mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4251/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,6%@2201,100%@2201,0%@2201,14%@729,0%@729,7%@729,7%@729,14%@729,7%@729,18%@729,12%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.843C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.062C tj@50.843C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2716mW VIN_SYS_5V0 4536mW/4648mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1005mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4252/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,0%@2201,100%@2201,0%@2201,21%@729,13%@729,6%@729,6%@729,15%@729,6%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.5C tj@50.781C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2717mW VIN_SYS_5V0 4536mW/4646mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1004mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4252/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,7%@2201,15%@729,7%@729,7%@729,0%@729,21%@729,0%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.843C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.406C tj@50.562C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2718mW VIN_SYS_5V0 4536mW/4644mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/1002mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4252/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,20%@729,7%@729,0%@729,0%@729,14%@729,13%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.593C tj@50.531C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2719mW VIN_SYS_5V0 4536mW/4643mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/1000mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729,26%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.343C tj@50.687C SOC1@47.843C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2720mW VIN_SYS_5V0 4536mW/4641mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/999mW NC 0mW/0mW
04-21-2025 12:48:08 RAM 4254/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [27%@2201,0%@2201,100%@2201,0%@2201,14%@729,6%@729,0%@729,0%@729,23%@729,6%@729,6%@729,5%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46C tj@50.718C SOC1@47.812C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2721mW VIN_SYS_5V0 4536mW/4639mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/997mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4255/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,7%@729,16%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.468C tj@50.687C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2722mW VIN_SYS_5V0 4536mW/4637mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/996mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4256/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,7%@2201,15%@729,0%@729,14%@729,7%@729,21%@729,7%@729,0%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.343C Tdiode@39.75C SOC0@47.593C CV1@-256C GPU@46.375C tj@50.718C SOC1@47.75C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2723mW VIN_SYS_5V0 4536mW/4636mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/994mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4253/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,100%@2201,0%@2201,23%@729,0%@729,8%@729,0%@729,16%@729,0%@729,0%@729,8%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.281C Tdiode@39.75C SOC0@47.406C CV1@-256C GPU@46.312C tj@50.531C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2724mW VIN_SYS_5V0 4536mW/4634mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/993mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4254/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,7%@2201,16%@729,7%@729,7%@729,7%@729,21%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.5C tj@50.656C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2725mW VIN_SYS_5V0 4536mW/4633mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/992mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4255/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@2201,0%@2201,100%@2201,0%@2201,18%@729,0%@729,0%@729,0%@729,14%@729,0%@729,7%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.593C tj@50.687C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2725mW VIN_SYS_5V0 4536mW/4631mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/991mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4254/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,13%@2201,9%@729,14%@729,7%@729,7%@729,31%@729,0%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.406C CV1@-256C GPU@45.937C tj@50.5C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2726mW VIN_SYS_5V0 4536mW/4630mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/989mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4254/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,0%@2201,100%@2201,12%@2201,14%@729,13%@729,0%@729,0%@729,21%@729,6%@729,7%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.5C tj@50.718C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2727mW VIN_SYS_5V0 4536mW/4629mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/988mW NC 0mW/0mW
04-21-2025 12:48:09 RAM 4255/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,0%@2201,21%@729,7%@729,13%@729,0%@729,15%@729,7%@729,0%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.437C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.125C tj@50.562C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2728mW VIN_SYS_5V0 4536mW/4627mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/987mW NC 0mW/0mW
04-21-2025 12:48:10 RAM 4255/30587MB (lfb 12x4MB) SWAP 31/15294MB (cached 0MB) CPU [29%@2201,0%@2201,100%@2201,0%@2201,26%@729,0%@729,6%@729,14%@729,20%@729,12%@729,6%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.406C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.187C tj@50.656C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2728mW VIN_SYS_5V0 4536mW/4626mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/986mW NC 0mW/0mW
